file,dice,iou
spleen_10_z023.png,0.7365892714112363,0.5830164765452089
spleen_10_z024.png,0.9355539464122536,0.8789115646198714
spleen_10_z025.png,0.9414658140655645,0.8894052044568337
spleen_10_z026.png,0.9545021892233876,0.9129643117228224
spleen_10_z027.png,0.9505023278596539,0.9056735932736267
spleen_10_z028.png,0.9614325068860335,0.9257294429689334
spleen_10_z029.png,0.9683448899598348,0.9386323787240627
spleen_10_z030.png,0.9578347578338481,0.9190814652798996
spleen_10_z031.png,0.9544049459032511,0.912786400589592
spleen_10_z032.png,0.9490212498681575,0.9029880478069662
spleen_10_z033.png,0.9443699731892935,0.8946031746012812
spleen_10_z034.png,0.9455047714704351,0.8966420576306343
spleen_10_z035.png,0.948932487015365,0.9028273401018314
spleen_10_z036.png,0.9499587118068539,0.9046870084903911
spleen_10_z037.png,0.8912228056997539,0.8037889039215028
spleen_10_z038.png,0.8574322613298115,0.7504432624080212
spleen_10_z039.png,0.8125741399714557,0.684315684308848
spleen_12_z062.png,0.7809847198509171,0.6406685236590343
spleen_12_z063.png,0.839160839154971,0.7228915662563506
spleen_12_z064.png,0.869114877585362,0.768526228136815
spleen_12_z065.png,0.9228971962580884,0.8568329717942385
spleen_12_z066.png,0.9174725983207045,0.8475282906441481
spleen_12_z067.png,0.9196428571402911,0.8512396694170907
spleen_12_z068.png,0.9160839160816282,0.8451612903186859
spleen_12_z069.png,0.9165907019122229,0.8460244005012788
spleen_12_z070.png,0.9223078525288018,0.8558175492815778
spleen_12_z071.png,0.9268385864356699,0.8636525453867439
spleen_12_z072.png,0.9358185334958048,0.8793787177763405
spleen_12_z073.png,0.9407359166379995,0.8881032892687116
spleen_12_z074.png,0.9449692607573175,0.8956793632720419
spleen_12_z075.png,0.9432506887039349,0.8925964546379234
spleen_12_z076.png,0.9421193232401195,0.8905723905702487
spleen_12_z077.png,0.9481939163486831,0.901491188429956
spleen_12_z078.png,0.9571221739603996,0.9177701836802269
spleen_12_z079.png,0.9595833333323337,0.9223067681198993
spleen_12_z080.png,0.9658363690056454,0.9339299314529057
spleen_12_z081.png,0.9660453958285974,0.9343208995164478
spleen_12_z082.png,0.9662213902825098,0.9346502057597784
spleen_12_z083.png,0.9674335709648675,0.9369213871003658
spleen_12_z084.png,0.9704013637060511,0.942504515350779
spleen_12_z085.png,0.9663621864571796,0.9349137326400128
spleen_12_z086.png,0.9680149864698757,0.9380126395039156
spleen_12_z087.png,0.9726190476184043,0.9466975666268228
spleen_12_z088.png,0.9708749999993932,0.943398518157484
spleen_12_z089.png,0.9735130660985138,0.9483930422751429
spleen_12_z090.png,0.9758665098824257,0.9528704209940372
spleen_12_z091.png,0.9773799313888414,0.9557605619027615
spleen_12_z092.png,0.9743616198086281,0.9500050296741273
spleen_12_z093.png,0.9745487274358845,0.9503608347952502
spleen_12_z094.png,0.975590780900041,0.9523447883036336
spleen_12_z095.png,0.9694943978905143,0.9407948835075917
spleen_12_z096.png,0.9686115214175736,0.9391335481552638
spleen_12_z097.png,0.9678855325909752,0.9377695625376834
spleen_12_z098.png,0.9713898916963125,0.9443713257866593
spleen_12_z099.png,0.9753826873149336,0.9519482788738843
spleen_12_z100.png,0.9770318021197097,0.9550949913635965
spleen_12_z101.png,0.9775901831943877,0.9561627511057573
spleen_12_z102.png,0.9783057851235458,0.9575328614754317
spleen_12_z103.png,0.9756784434199626,0.9525118720311984
spleen_12_z104.png,0.9767185445905701,0.9544964774132163
spleen_12_z105.png,0.9772698412694276,0.9555500372477811
spleen_12_z106.png,0.9775651879440495,0.9561149292034808
spleen_12_z107.png,0.9799753411840568,0.9607369123033004
spleen_12_z108.png,0.9816784112744046,0.9640161046796141
spleen_12_z109.png,0.9787234042548985,0.9583333333325266
spleen_12_z110.png,0.9789084583600874,0.9586882453143452
spleen_12_z111.png,0.9813850904274454,0.9634505456426784
spleen_12_z112.png,0.9808871581393039,0.9624912157405459
spleen_12_z113.png,0.9789800767679679,0.9588256355165066
spleen_12_z114.png,0.9656735751290869,0.9336255479014817
spleen_12_z115.png,0.9748538011691156,0.950941243581526
spleen_12_z116.png,0.9795018292983614,0.9598271289647776
spleen_12_z117.png,0.9350585457045483,0.8780375127036144
spleen_12_z118.png,0.9699855545444491,0.9417203407428404
spleen_12_z119.png,0.9654862786907427,0.9332754692406061
spleen_12_z120.png,0.9628554846192903,0.928371572466784
