id,dice_score_select,dice_oracle_select,dice_box_point,dice_strong_baseline
BRATS_101_z114,0.3950325251327978,0.4689288304985339,0.3791385507975158,0.33612881583342497
BRATS_101_z112,0.36450529578896634,0.4275648470767111,0.3477296531326796,0.3044721368073019
BRATS_101_z126,0.5257591781227893,0.5754014236044108,0.5467399842882219,0.47671232876647024
BRATS_101_z086,0.04626569729007557,0.05809128630693342,0.04129793510318393,0.03712050908121819
BRATS_101_z129,0.48721748795760056,0.5706226947264686,0.5056719861555361,0.4879406307968684
BRATS_101_z127,0.5328542094446734,0.5456456982643322,0.5294117647049823,0.5011264885733809
BRATS_101_z088,0.0672578216495445,0.09535104364303759,0.06093678944965752,0.05070635721487045
BRATS_101_z105,0.4008688306982009,0.49716415491736,0.3974159588462765,0.347853403140997
BRATS_415_z104,0.43943580049376263,0.6735966735943396,0.40341743425390014,0.7413509060924985
BRATS_415_z071,0.4602224123174333,0.8626784500310583,0.48891312250002017,0.543230016312106
BRATS_415_z101,0.48748317631159155,0.519208715595586,0.45836497089286465,0.5825498927913862
BRATS_415_z100,0.4718390077199445,0.5059717698147314,0.45253702354885583,0.835514018688986
BRATS_415_z105,0.418096250189133,0.45415567282247005,0.3778814489566714,0.7078651685374322
BRATS_415_z066,0.259740259739688,0.5188284518774181,0.2614292055031926,0.18747010999491875
BRATS_415_z085,0.5835576217267145,0.9546232876691896,0.9572000843327911,0.957997454389143
BRATS_415_z102,0.4788809654409231,0.5107503290909599,0.4486701785937959,0.9160573267010352
BRATS_113_z129,0.003853564547131916,0.005208333333197699,0.0038167938930569315,0.0021276595744454505
BRATS_113_z054,0.05188387893745558,0.091611479028192,0.053537284894666866,0.05159705159689313
BRATS_113_z082,0.683900320545255,0.8412392338336017,0.6998941798934392,0.8121227054320412
BRATS_113_z056,0.10708310094783301,0.14055636895995405,0.12847106055493987,0.12702613298006277
BRATS_113_z097,0.7199822281453737,0.9039320178584129,0.6943016281055117,0.9030719596003605
BRATS_113_z095,0.7244799999992272,0.8057700713961741,0.7168337730863146,0.6724752475240866
BRATS_113_z063,0.30960023343987514,0.3586278586272373,0.31160058737105495,0.3388429752060282
BRATS_113_z090,0.7109413262800363,0.7761036214634205,0.7374517374509881,0.8605817452346282
BRATS_073_z083,0.3675528002517941,0.4837856645783107,0.3460282916209852,0.2272756805924064
BRATS_073_z096,0.20914359304544863,0.25233064014876894,0.19604056011564938,0.1904985337241167
BRATS_073_z101,0.1425912137004047,0.20383182543852094,0.14243213090341683,0.09060799621470238
BRATS_073_z070,0.3341618766503541,0.3880220077564823,0.3101211072662124,0.243656547349205
