id,case_id,z,sam_score,dice,iou,sens,spec
BRATS_147_z083,BRATS_147,83,0.8912845849990845,0.46457094307482655,0.30256750774612096,0.9999999999926847,0.9439652872866566
BRATS_147_z108,BRATS_147,108,0.9615381360054016,0.9643705463125631,0.9311926605397799,0.9689737470051435,0.999401007716254
BRATS_147_z096,BRATS_147,96,0.9170011878013611,0.5443921441315624,0.3739964317565254,0.999999999994037,0.9498059832267672
BRATS_436_z054,BRATS_436,54,0.9384598731994629,0.5342383709312553,0.36447834377454513,0.9999999999925262,0.9585332906755967
BRATS_436_z088,BRATS_436,88,0.8371580243110657,0.06546426185661013,0.033839779005291164,0.9999999997959184,0.9756911261314355
BRATS_436_z065,BRATS_436,65,0.9551677107810974,0.5382803297987078,0.3682514101521132,0.9999999999927062,0.9581710505253592
BRATS_436_z076,BRATS_436,76,0.9269209504127502,0.554296160875487,0.3834092058655367,0.9999999999868073,0.9785545899157352
BRATS_436_z058,BRATS_436,58,0.9739124774932861,0.5135228848812179,0.34546302775753335,0.9999999999932478,0.9499991090359861
BRATS_436_z063,BRATS_436,63,0.969020664691925,0.5300659754938171,0.3606052834050767,0.9957507082082455,0.9557378799742017
BRATS_436_z062,BRATS_436,62,0.971862256526947,0.5337584396089015,0.36403172166701453,0.9930216329309629,0.9559171755655536
BRATS_436_z085,BRATS_436,85,0.9024020433425903,0.2988929889285107,0.17570498915306018,0.9999999999691358,0.9734618339267803
BRATS_081_z083,BRATS_081,83,0.8788589239120483,0.06785137318145636,0.03511705685560005,0.9999999995238095,0.9899789853938086
BRATS_081_z059,BRATS_081,59,0.94377601146698,0.5725197465492817,0.4010701690375762,0.9999999999969679,0.9093035247318867
BRATS_081_z074,BRATS_081,74,0.8255685567855835,0.8806758183714871,0.7867924528264775,0.9423728813506081,0.9937309690128975
BRATS_081_z055,BRATS_081,55,0.9626462459564209,0.5617154811710584,0.39054545454498113,0.999689730062055,0.9075528256430279
BRATS_081_z063,BRATS_081,63,0.9266726970672607,0.6074833418753383,0.4362485276789808,0.999999999996625,0.9299192854657229
BRATS_081_z033,BRATS_081,33,0.983612596988678,0.5747637576399403,0.40327613104209614,0.9999999999806576,0.9865984618886557
BRATS_081_z058,BRATS_081,58,0.9422298073768616,0.5816740088100602,0.4101130575221641,0.9999999999969706,0.9125582423247367
BRATS_081_z082,BRATS_081,82,0.9080673456192017,0.2625090645376178,0.15108514190191083,0.9999999999447513,0.9822880927914136
BRATS_266_z057,BRATS_266,57,0.9323756098747253,0.042918454933780326,0.021929824560441673,0.9999999980000001,0.9961281361227544
BRATS_266_z097,BRATS_266,97,0.9630500078201294,0.7346072186830741,0.5805369127509563,0.9997859589019696,0.9362530229744301
BRATS_266_z102,BRATS_266,102,0.9647371172904968,0.7695607572500517,0.625435804152455,0.999273431821266,0.9538441398139265
BRATS_266_z075,BRATS_266,75,0.9558585286140442,0.6002053739512234,0.4287810245746072,0.9999999999971486,0.9136302294195342
BRATS_266_z081,BRATS_266,81,0.9672580361366272,0.7276271186434511,0.5718662581582897,0.9999999999976706,0.939707730691853
BRATS_266_z094,BRATS_266,94,0.9654093384742737,0.7218558107795301,0.5647686832733514,0.9999999999978996,0.9305626525859819
BRATS_266_z114,BRATS_266,114,0.9757822751998901,0.6957400722011614,0.5334366696179508,0.9987562189013319,0.961875770094774
BRATS_266_z120,BRATS_266,120,0.9648991823196411,0.5579839429068734,0.38694710794807624,0.9992012779472909,0.96484347270516
BRATS_002_z085,BRATS_002,85,0.9397717118263245,0.584776663626744,0.41320450885535204,0.9999999999922059,0.967647424400986
BRATS_002_z118,BRATS_002,118,0.9548274874687195,0.7003497862390192,0.5388755980829015,0.9944812361921139,0.9864888700742608
BRATS_002_z076,BRATS_002,76,0.90604168176651,0.5325480471155222,0.36290663286707686,0.995365005782209,0.9734917249764751
BRATS_002_z080,BRATS_002,80,0.929384708404541,0.5606907059406788,0.3895553987283361,0.9990950226153928,0.9693955217274149
BRATS_002_z120,BRATS_002,120,0.9610801935195923,0.5856164383536575,0.4140435835326027,0.9999999999853801,0.9829924801460077
BRATS_002_z113,BRATS_002,113,0.9619925022125244,0.6019323671483046,0.4305459571512421,0.9999999999919744,0.9707562905914451
BRATS_002_z087,BRATS_002,87,0.9432570338249207,0.641377705374351,0.47207947927210664,0.9999999999927431,0.9725908007539802
BRATS_002_z104,BRATS_002,104,0.9583456516265869,0.6498969072151549,0.48136835674868245,0.9981000633249013,0.9697434890485765
BRATS_169_z069,BRATS_169,69,0.9560607075691223,0.8530568466183301,0.7437655860302759,0.9966583124394599,0.9927840717690561
BRATS_169_z086,BRATS_169,86,0.9310691356658936,0.7050409907540467,0.544450431033016,0.999999999995052,0.9695748394175913
BRATS_169_z070,BRATS_169,70,0.9561736583709717,0.8131655372674632,0.6851549755264538,0.9913453973171413,0.9899163841003764
BRATS_169_z127,BRATS_169,127,0.970086932182312,0.20353982300734855,0.11330049260990722,0.9999999999275362,0.9812049702410321
